trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
362,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",25,18,14.033102511088272,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",25,17,14.95161129219318,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",20,14,11.935431567631513,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",25,7,32.3533647853769,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",20,12,17.84412968086074,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",20,10,15.07062546981707,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",25,2,40.66561316618854,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",25,18,11.403993330220937,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",20,8,19.174610721684704,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",20,14,12.80300790076424,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",20,14,10.921210052091247,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",25,17,13.702147206361463,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",20,12,12.768425571219266,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",25,19,14.45355615306408,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",20,9,21.525122362828018,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",30,13,25.674499076937103,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",20,13,14.308317329152242,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",20,13,12.703823245047904,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",30,15,28.547566039366142,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",20,16,7.28223736379829,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",25,11,23.130344714120348,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",25,0,39.757878775298906,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
384,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",30,18,22.395914786820192,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",20,6,25.57884381933706,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",25,6,31.800812306562435,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",30,13,33.270251365766136,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",25,0,40.60180173702809,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
389,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",35,16,35.01418825078941,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",30,21,15.790485166823393,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",25,18,15.314172360179047,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",30,18,26.02161683475154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",30,18,21.513960678209244,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",20,10,19.37237082897974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",25,20,8.877755830739567,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",25,18,14.489556128218954,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",20,13,12.59749810603709,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",20,16,8.468574560661029,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.9, 'e': 1.0000000000000006e-10}",25,14,18.969532475778074,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.9, 'e': 0}",25,9,21.29419449635293,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,9,20.139624302199827,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,7,24.251107309136206,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,3,25.990953148113384,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,2,32.47506993076702,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,0,32.77168477596238,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",20,10,17.709249868495906,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,6,36.766770750837566,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,19,21.448694014631375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,11,15.175826595521983,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,12,14.80436798055349,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,8,32.76635942076422,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,17,13.094334163302449,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",35,18,30.724992802407066,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,16,8.854006803744044,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,18,13.948631089422864,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,8,24.105648100818048,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,8,21.50904464442272,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",25,14,21.54282345546932,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,8,32.294889022781746,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,16,27.506538348861618,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",20,13,14.378363629163513,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,8,32.17506240512559,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",25,14,20.705793396746227,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,2,30.142970959478262,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",20,6,25.312352443208873,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0, 'e': 0}",20,7,22.56731121341362,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",30,16,25.19309008220515,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,13,11.218761959620494,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",25,16,17.441389232219684,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",20,13,11.558571525256095,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",30,12,32.56951272414293,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",25,13,22.9330492558858,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",25,17,13.834888080981006,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,20,8.723881832669193,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",20,16,8.426730087150252,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",25,20,7.33079086975029,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,12,23.47562167087045,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",20,13,12.641873250241982,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",25,11,27.181267975287884,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",20,15,11.364669312390845,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",20,8,20.98148803151429,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",25,10,28.797044838754914,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,14,11.87942346702418,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",30,16,29.21813421466149,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",20,8,18.639944337842145,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",20,8,17.328762540542783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",30,18,21.222188776909025,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",25,8,32.85657070019294,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",20,7,21.538956536630852,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",25,15,17.15400551892883,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0, 'e': 0}",25,0,37.5093273633569,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
52,True,"{'a': 0, 'e': 0}",20,8,21.89272972489387,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",30,8,35.70659329295371,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0, 'e': 0}",30,13,31.787947903628538,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0, 'e': 0}",20,0,32.27184545321317,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
56,True,"{'a': 0, 'e': 0}",35,24,19.776022249755144,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0, 'e': 0}",30,13,34.76116146961903,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",35,9,51.543330748364774,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",25,15,18.343133321446842,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0, 'e': 0}",30,15,29.935288910052808,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0, 'e': 0}",30,14,29.162354159166252,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0, 'e': 0}",25,11,26.598084164557037,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0, 'e': 0}",20,14,10.096994544666583,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0, 'e': 0}",20,12,14.793039437280921,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0, 'e': 0}",25,18,16.540099116544514,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0, 'e': 0}",30,16,27.360006370946984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0, 'e': 0}",20,14,12.47916403116034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0, 'e': 0}",30,10,38.76530409677123,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0, 'e': 0}",20,15,11.96626499857896,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0, 'e': 0}",25,15,17.405406037104054,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0, 'e': 0}",25,13,23.096184794114407,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0, 'e': 0}",25,16,20.35916597686723,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0, 'e': 0}",20,11,17.431104038263324,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0, 'e': 0}",30,23,14.002263644882229,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0, 'e': 0}",30,13,35.33680121467194,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0, 'e': 0}",30,11,34.10545117736151,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0, 'e': 0}",25,17,17.263310722779245,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0, 'e': 0}",20,3,30.28301002925035,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0, 'e': 0}",25,13,20.655785259195923,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0, 'e': 0}",25,15,20.348981160558033,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0, 'e': 0}",25,8,28.913621911076675,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0, 'e': 0}",20,9,17.111892558624668,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0, 'e': 0}",25,10,24.831883024597907,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0, 'e': 0}",20,12,12.770385961290557,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0, 'e': 0}",30,23,11.982129174038986,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0, 'e': 0}",35,22,24.125366584678645,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0, 'e': 0}",30,17,25.452135684397387,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0, 'e': 0}",25,9,29.08044626975135,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0, 'e': 0}",30,17,25.956348396778093,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0, 'e': 0}",20,12,15.728272505573507,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0, 'e': 0}",20,14,10.108571203559961,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0, 'e': 0}",20,7,25.573023131863906,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0, 'e': 0}",30,18,22.56419722052192,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0, 'e': 0}",25,15,19.591033498062494,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0, 'e': 0}",30,15,29.808170389876942,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0, 'e': 0}",20,10,21.013716750232355,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0, 'e': 0}",20,9,19.212618332652603,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0, 'e': 0}",25,16,16.496010921146915,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0, 'e': 0}",20,14,10.876488771211765,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0, 'e': 0}",20,16,9.331974291790587,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
